Model,Departure Time,Departure Location,Arrival Time,Arrival Location,Delay,Expected Time,Weather,Peak Hour,Bad Weather,Traffic Congestion,Crew Availability Issue
Airbus A350,2024-11-04 05:56:13.361786,DFW,2024-11-04 10:56:13.361786,ATL,False,2024-11-04 10:56:13.361786,Clear,False,False,False,False
Boeing 737,2024-11-18 07:17:13.361795,JFK,2024-11-18 10:17:13.361795,DEN,False,2024-11-18 10:17:13.361795,Clear,True,False,False,False
Airbus A350,2024-11-06 15:42:13.361805,ATL,2024-11-06 19:42:13.361805,SEA,False,2024-11-06 19:42:13.361805,Fog,False,True,False,False
Boeing 787,2024-11-16 07:56:13.361815,DEN,2024-11-16 15:08:13.361815,ATL,True,2024-11-16 13:56:13.361815,Fog,True,True,True,True
Airbus A320,2024-10-23 01:57:13.361833,DEN,2024-10-23 07:57:13.361833,LAS,False,2024-10-23 07:57:13.361833,Clear,False,False,False,False
Airbus A350,2024-10-24 14:23:13.361848,ATL,2024-10-24 19:39:13.361848,LAX,True,2024-10-24 18:23:13.361848,Rain,False,True,False,True
Boeing 777,2024-10-30 12:18:13.361860,MIA,2024-10-30 14:46:13.361860,ATL,True,2024-10-30 14:18:13.361860,Thunderstorm,False,True,False,False
Boeing 737,2024-10-27 08:39:13.361873,MIA,2024-10-27 14:04:13.361873,SFO,True,2024-10-27 13:39:13.361873,Thunderstorm,True,True,False,True
Boeing 737,2024-11-08 12:23:13.361891,ATL,2024-11-08 17:23:13.361891,LAS,False,2024-11-08 17:23:13.361891,Fog,False,True,False,False
Boeing 787,2024-11-14 07:19:13.361901,SEA,2024-11-14 12:19:13.361901,ORD,False,2024-11-14 12:19:13.361901,Fog,True,True,True,False
Boeing 777,2024-11-02 10:44:13.361913,LAX,2024-11-02 15:44:13.361913,DEN,False,2024-11-02 15:44:13.361913,Thunderstorm,False,True,False,False
Boeing 737,2024-11-10 05:42:13.361927,DEN,2024-11-10 10:05:13.361927,MIA,True,2024-11-10 08:42:13.361927,Snow,False,True,False,True
Airbus A350,2024-11-09 20:23:13.361943,LAX,2024-11-10 00:09:13.361943,MIA,True,2024-11-09 22:23:13.361943,Fog,False,True,False,True
Boeing 737,2024-10-21 11:37:13.361954,LAS,2024-10-21 16:33:13.361954,ORD,True,2024-10-21 14:37:13.361954,Thunderstorm,False,True,False,False
Boeing 737,2024-11-02 20:49:13.361965,LAS,2024-11-03 02:42:13.361965,SFO,True,2024-11-03 01:49:13.361965,Fog,False,True,False,True
Boeing 787,2024-10-31 15:03:13.361977,JFK,2024-10-31 17:25:13.361977,SEA,True,2024-10-31 17:03:13.361977,Thunderstorm,False,True,False,True
Boeing 777,2024-10-29 04:56:13.361988,ORD,2024-10-29 08:56:13.361988,DFW,False,2024-10-29 08:56:13.361988,Rain,False,True,False,False
Boeing 737,2024-10-26 03:32:13.361996,SEA,2024-10-26 05:32:13.361996,SFO,False,2024-10-26 05:32:13.361996,Fog,False,True,False,False
Boeing 737,2024-11-03 13:03:13.362005,SFO,2024-11-03 18:19:13.362005,ORD,True,2024-11-03 18:03:13.362005,Rain,False,True,False,True
Airbus A350,2024-11-05 19:35:13.362016,SEA,2024-11-06 01:35:13.362016,DFW,False,2024-11-06 01:35:13.362016,Clear,False,False,False,False
Boeing 777,2024-11-04 20:13:13.362024,JFK,2024-11-04 22:13:13.362024,ATL,False,2024-11-04 22:13:13.362024,Clear,False,False,False,False
Boeing 787,2024-10-29 20:24:13.362033,DFW,2024-10-30 00:11:13.362033,JFK,True,2024-10-29 22:24:13.362033,Thunderstorm,False,True,False,True
Boeing 777,2024-11-04 05:41:13.362044,SEA,2024-11-04 13:31:13.362044,ATL,True,2024-11-04 11:41:13.362044,Rain,False,True,False,False
Airbus A350,2024-11-07 16:45:13.362055,ORD,2024-11-07 22:45:13.362055,MIA,False,2024-11-07 22:45:13.362055,Clear,True,False,True,False
Boeing 787,2024-11-10 07:47:13.362066,SEA,2024-11-10 09:47:13.362066,MIA,False,2024-11-10 09:47:13.362066,Snow,True,True,False,False
Boeing 787,2024-11-08 19:05:13.362075,SFO,2024-11-08 22:49:13.362075,DFW,True,2024-11-08 21:05:13.362075,Thunderstorm,False,True,False,True
Boeing 777,2024-11-12 06:40:13.362085,LAX,2024-11-12 09:40:13.362085,DEN,False,2024-11-12 09:40:13.362085,Fog,False,True,False,False
Airbus A320,2024-11-15 13:43:13.362094,SEA,2024-11-15 17:43:13.362094,LAS,False,2024-11-15 17:43:13.362094,Fog,False,True,False,False
Boeing 777,2024-10-31 09:16:13.362103,DFW,2024-10-31 15:16:13.362103,ATL,False,2024-10-31 15:16:13.362103,Clear,False,False,False,False
Airbus A320,2024-10-21 03:30:13.362112,JFK,2024-10-21 06:30:13.362112,LAS,False,2024-10-21 06:30:13.362112,Thunderstorm,False,True,False,False
Boeing 787,2024-10-23 23:28:13.362121,ATL,2024-10-24 03:24:13.362121,SEA,True,2024-10-24 01:28:13.362121,Fog,False,True,False,True
Boeing 777,2024-11-02 08:40:13.362137,ATL,2024-11-02 11:49:13.362137,SFO,True,2024-11-02 10:40:13.362137,Snow,True,True,True,False
Boeing 737,2024-11-14 11:30:13.362148,DFW,2024-11-14 15:51:13.362148,JFK,True,2024-11-14 15:30:13.362148,Thunderstorm,False,True,False,False
Airbus A320,2024-11-01 04:04:13.362159,DFW,2024-11-01 09:14:13.362159,LAS,True,2024-11-01 09:04:13.362159,Rain,False,True,False,False
Boeing 737,2024-11-05 08:22:13.362170,MIA,2024-11-05 11:40:13.362170,SEA,True,2024-11-05 11:22:13.362170,Thunderstorm,True,True,True,True
Airbus A320,2024-11-18 19:33:13.362181,MIA,2024-11-19 01:31:13.362181,DFW,True,2024-11-18 23:33:13.362181,Clear,False,False,False,False
Airbus A350,2024-11-03 23:30:13.362192,DEN,2024-11-04 01:30:13.362192,JFK,False,2024-11-04 01:30:13.362192,Fog,False,True,False,False
Boeing 787,2024-11-11 19:16:13.362201,MIA,2024-11-12 00:16:13.362201,LAX,False,2024-11-12 00:16:13.362201,Thunderstorm,False,True,False,False
Boeing 737,2024-10-29 16:21:13.362210,DFW,2024-10-29 21:21:13.362210,JFK,False,2024-10-29 21:21:13.362210,Clear,True,False,False,False
Airbus A320,2024-11-18 21:38:13.362219,SFO,2024-11-19 01:16:13.362219,LAX,True,2024-11-18 23:38:13.362219,Fog,False,True,False,True
Airbus A320,2024-10-31 11:51:13.362229,DFW,2024-10-31 15:02:13.362229,ORD,True,2024-10-31 13:51:13.362229,Fog,False,True,False,True
Airbus A350,2024-10-28 06:17:13.362240,SFO,2024-10-28 09:17:13.362240,MIA,False,2024-10-28 09:17:13.362240,Clear,False,False,False,False
Boeing 777,2024-10-23 22:26:13.362249,LAS,2024-10-24 04:56:13.362249,DFW,True,2024-10-24 03:26:13.362249,Fog,False,True,False,True
Boeing 737,2024-11-02 13:43:13.362264,JFK,2024-11-02 16:00:13.362264,LAX,True,2024-11-02 15:43:13.362264,Fog,False,True,False,True
Boeing 777,2024-10-23 06:30:13.362281,SEA,2024-10-23 09:17:13.362281,ATL,True,2024-10-23 08:30:13.362281,Fog,False,True,False,False
Boeing 737,2024-10-28 22:37:13.362300,SEA,2024-10-29 05:45:13.362300,ATL,True,2024-10-29 04:37:13.362300,Fog,False,True,False,False
Boeing 787,2024-10-31 23:30:13.362312,SEA,2024-11-01 01:30:13.362312,LAX,False,2024-11-01 01:30:13.362312,Thunderstorm,False,True,False,False
Boeing 777,2024-10-24 05:47:13.362331,SEA,2024-10-24 13:12:13.362331,DFW,True,2024-10-24 11:47:13.362331,Rain,False,True,False,True
Airbus A350,2024-11-03 18:33:13.362345,MIA,2024-11-04 00:33:13.362345,ATL,False,2024-11-04 00:33:13.362345,Rain,True,True,True,False
Airbus A320,2024-10-25 12:24:13.362355,JFK,2024-10-25 17:24:13.362355,LAX,False,2024-10-25 17:24:13.362355,Snow,False,True,False,False
Airbus A350,2024-10-25 18:06:13.362364,LAS,2024-10-26 00:06:13.362364,ORD,False,2024-10-26 00:06:13.362364,Snow,True,True,False,False
Boeing 737,2024-10-22 10:19:13.362373,LAS,2024-10-22 17:23:13.362373,ORD,True,2024-10-22 16:19:13.362373,Snow,False,True,False,True
Airbus A320,2024-10-31 09:29:13.362384,DFW,2024-10-31 14:29:13.362384,LAX,False,2024-10-31 14:29:13.362384,Thunderstorm,False,True,False,False
Boeing 777,2024-11-09 12:13:13.362393,SEA,2024-11-09 16:36:13.362393,SFO,True,2024-11-09 16:13:13.362393,Fog,False,True,False,True
Boeing 787,2024-11-10 10:31:13.362404,DFW,2024-11-10 13:31:13.362404,JFK,False,2024-11-10 13:31:13.362404,Thunderstorm,False,True,False,False
Airbus A320,2024-11-13 13:38:13.362418,DFW,2024-11-13 19:39:13.362418,LAS,True,2024-11-13 18:38:13.362418,Rain,False,True,False,True
Boeing 777,2024-11-01 03:22:13.362436,JFK,2024-11-01 06:09:13.362436,ORD,True,2024-11-01 05:22:13.362436,Fog,False,True,False,True
Airbus A350,2024-10-21 08:59:13.362446,SFO,2024-10-21 13:37:13.362446,JFK,True,2024-10-21 12:59:13.362446,Snow,True,True,True,False
Airbus A350,2024-10-27 02:58:13.362462,DFW,2024-10-27 07:10:13.362462,ORD,True,2024-10-27 06:58:13.362462,Rain,False,True,False,False
Boeing 737,2024-10-30 17:02:13.362473,SFO,2024-10-30 21:02:13.362473,DFW,False,2024-10-30 21:02:13.362473,Rain,True,True,False,False
Boeing 737,2024-11-18 07:37:13.362483,LAX,2024-11-18 11:55:13.362483,DFW,True,2024-11-18 10:37:13.362483,Fog,True,True,False,False
Airbus A350,2024-11-19 04:35:13.362494,ATL,2024-11-19 12:34:13.362494,DFW,True,2024-11-19 10:35:13.362494,Thunderstorm,False,True,False,False
Airbus A320,2024-10-22 23:37:13.362505,SFO,2024-10-23 05:35:13.362505,DFW,True,2024-10-23 03:37:13.362505,Thunderstorm,False,True,False,False
Airbus A320,2024-11-16 00:26:13.362516,LAX,2024-11-16 03:41:13.362516,LAS,True,2024-11-16 02:26:13.362516,Fog,False,True,False,False
Boeing 787,2024-10-26 13:32:13.362527,LAS,2024-10-26 17:32:13.362527,DEN,False,2024-10-26 17:32:13.362527,Fog,False,True,False,False
Boeing 787,2024-11-10 21:28:13.362539,MIA,2024-11-11 00:06:13.362539,DEN,True,2024-11-10 23:28:13.362539,Rain,False,True,False,False
Airbus A320,2024-10-30 16:43:13.362557,ATL,2024-10-30 23:40:13.362557,DFW,True,2024-10-30 21:43:13.362557,Snow,True,True,False,True
Airbus A320,2024-11-04 19:09:13.362573,LAX,2024-11-04 23:18:13.362573,SFO,True,2024-11-04 22:09:13.362573,Thunderstorm,False,True,False,False
Boeing 787,2024-11-03 16:10:13.362585,DEN,2024-11-03 21:10:13.362585,LAS,False,2024-11-03 21:10:13.362585,Snow,True,True,False,False
Boeing 737,2024-10-28 11:28:13.362594,ORD,2024-10-28 13:28:13.362594,LAS,False,2024-10-28 13:28:13.362594,Clear,False,False,False,False
Boeing 777,2024-11-07 22:52:13.362603,LAS,2024-11-08 03:14:13.362603,SEA,True,2024-11-08 02:52:13.362603,Clear,False,False,False,True
Boeing 777,2024-10-27 12:59:13.362614,JFK,2024-10-27 16:59:13.362614,SEA,False,2024-10-27 16:59:13.362614,Snow,False,True,False,False
Boeing 777,2024-11-18 01:34:13.362623,DFW,2024-11-18 07:34:13.362623,ORD,False,2024-11-18 07:34:13.362623,Clear,False,False,False,False
Boeing 777,2024-11-15 15:12:13.362631,MIA,2024-11-15 22:22:13.362631,ATL,True,2024-11-15 21:12:13.362631,Thunderstorm,False,True,False,True
Boeing 787,2024-11-14 02:00:13.362647,DFW,2024-11-14 08:16:13.362647,MIA,True,2024-11-14 07:00:13.362647,Thunderstorm,False,True,False,False
Boeing 787,2024-10-31 09:14:13.362658,SFO,2024-10-31 15:20:13.362658,LAX,True,2024-10-31 14:14:13.362658,Fog,False,True,False,True
Boeing 777,2024-10-31 01:47:13.362668,ORD,2024-10-31 06:47:13.362668,DFW,False,2024-10-31 06:47:13.362668,Snow,False,True,False,False
Airbus A320,2024-11-11 15:35:13.362677,ATL,2024-11-11 21:35:13.362677,DEN,False,2024-11-11 21:35:13.362677,Snow,False,True,False,False
Airbus A350,2024-11-19 06:56:13.362689,JFK,2024-11-19 10:56:13.362689,LAX,False,2024-11-19 10:56:13.362689,Fog,False,True,False,False
Airbus A320,2024-11-07 14:59:13.362699,ATL,2024-11-07 20:51:13.362699,LAX,True,2024-11-07 19:59:13.362699,Thunderstorm,False,True,False,False
Boeing 777,2024-10-25 00:22:13.362710,LAX,2024-10-25 05:17:13.362710,DFW,True,2024-10-25 03:22:13.362710,Thunderstorm,False,True,False,False
Boeing 737,2024-10-23 15:05:13.362722,ORD,2024-10-23 18:52:13.362722,MIA,True,2024-10-23 18:05:13.362722,Thunderstorm,False,True,False,True
Boeing 787,2024-11-06 02:57:13.362733,JFK,2024-11-06 06:57:13.362733,ATL,False,2024-11-06 06:57:13.362733,Fog,False,True,False,False
Airbus A320,2024-11-07 16:17:13.362742,LAX,2024-11-07 18:17:13.362742,DFW,False,2024-11-07 18:17:13.362742,Rain,True,True,True,False
Airbus A320,2024-11-17 01:29:13.362751,MIA,2024-11-17 07:56:13.362751,DEN,True,2024-11-17 06:29:13.362751,Thunderstorm,False,True,False,False
Airbus A350,2024-11-13 00:16:13.362762,DFW,2024-11-13 04:26:13.362762,SEA,True,2024-11-13 04:16:13.362762,Rain,False,True,False,False
Boeing 737,2024-11-06 13:45:13.362772,ATL,2024-11-06 19:45:13.362772,DFW,False,2024-11-06 19:45:13.362772,Fog,False,True,False,False
Boeing 787,2024-11-13 05:05:13.362781,SEA,2024-11-13 10:05:13.362781,JFK,False,2024-11-13 10:05:13.362781,Snow,False,True,False,False
Boeing 787,2024-11-03 09:58:13.362790,SEA,2024-11-03 15:58:13.362790,ORD,False,2024-11-03 15:58:13.362790,Fog,False,True,False,False
Boeing 787,2024-11-03 00:49:13.362799,ORD,2024-11-03 04:34:13.362799,LAX,True,2024-11-03 03:49:13.362799,Thunderstorm,False,True,False,False
Boeing 737,2024-11-03 19:54:13.362810,DFW,2024-11-04 01:40:13.362810,LAS,True,2024-11-03 23:54:13.362810,Clear,False,False,False,False
Boeing 787,2024-10-29 09:19:13.362821,DEN,2024-10-29 11:19:13.362821,ORD,False,2024-10-29 11:19:13.362821,Clear,False,False,False,False
Boeing 737,2024-11-01 02:12:13.362830,DEN,2024-11-01 05:12:13.362830,ATL,False,2024-11-01 05:12:13.362830,Clear,False,False,False,False
Boeing 737,2024-11-12 07:07:13.362838,MIA,2024-11-12 12:07:13.362838,LAX,False,2024-11-12 12:07:13.362838,Fog,True,True,True,False
Boeing 737,2024-11-12 16:55:13.362847,LAS,2024-11-12 21:55:13.362847,DFW,False,2024-11-12 21:55:13.362847,Rain,True,True,True,False
Boeing 737,2024-10-26 11:54:13.362856,SEA,2024-10-26 17:54:13.362856,LAX,False,2024-10-26 17:54:13.362856,Rain,False,True,False,False
Boeing 737,2024-10-25 17:09:13.362865,JFK,2024-10-25 21:50:13.362865,SFO,True,2024-10-25 20:09:13.362865,Clear,True,False,True,False
Boeing 737,2024-11-03 01:06:13.362877,LAS,2024-11-03 07:32:13.362877,LAX,True,2024-11-03 06:06:13.362877,Clear,False,False,False,True
Boeing 787,2024-11-01 09:59:13.362887,DFW,2024-11-01 13:02:13.362887,MIA,True,2024-11-01 11:59:13.362887,Clear,False,False,False,True
Boeing 777,2024-10-28 06:38:13.362901,DFW,2024-10-28 09:53:13.362901,LAX,True,2024-10-28 09:38:13.362901,Fog,False,True,False,True
Boeing 777,2024-11-10 09:26:13.362919,SFO,2024-11-10 12:26:13.362919,SEA,False,2024-11-10 12:26:13.362919,Fog,False,True,False,False
Boeing 737,2024-10-24 14:07:13.362932,DFW,2024-10-24 18:08:13.362932,MIA,True,2024-10-24 17:07:13.362932,Snow,False,True,False,True
Boeing 787,2024-10-28 05:29:13.362949,DFW,2024-10-28 09:29:13.362949,LAS,False,2024-10-28 09:29:13.362949,Clear,False,False,False,False
Boeing 737,2024-10-30 22:18:13.362965,DFW,2024-10-31 01:00:13.362965,DEN,True,2024-10-31 00:18:13.362965,Clear,False,False,False,False
Boeing 787,2024-10-26 23:35:13.362979,ORD,2024-10-27 03:35:13.362979,ATL,False,2024-10-27 03:35:13.362979,Clear,False,False,False,False
Boeing 777,2024-11-02 19:27:13.362994,JFK,2024-11-02 23:06:13.362994,LAS,True,2024-11-02 22:27:13.362994,Clear,False,False,False,True
Boeing 777,2024-11-14 10:26:13.363012,DFW,2024-11-14 12:53:13.363012,DEN,True,2024-11-14 12:26:13.363012,Snow,False,True,False,False
Boeing 777,2024-11-02 09:28:13.363024,DFW,2024-11-02 13:10:13.363024,ORD,True,2024-11-02 11:28:13.363024,Thunderstorm,False,True,False,False
